XRF Depth,SiO2,CaO,MgO,Al2O3,Fe2O3,K2O,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO60,AORT,AORX,BFV,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CDF,CFTC,CMFF,CMFF_SIG,CMR_PHI_CO,CMRP_3MS,CNTC,CTEM,DCAL,DNPH,DPHZ,DPH8,DSOZ,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,ECGR,ECST,ESUF_WALK2,GDEV,GR,GR_EDTC,GTEM,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,KSDR,KTIM,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,QCPMT,RHGE_WALK2,RHO8,RHOZ,RSOZ,RXO8,RXOZ,SP,SPAR,STIT,T2LM,T2LM_SIG,TCMR,TENS,TNPH,WCAR_WALK2,WCLA_WALK2,WPYR_WALK2,WQFM_WALK2,DTCO,DTSM
10396,70.96740074,4.816487109,1.221900191,13.86576339,5.282914198,3.845534373,4.3699,4.813,4.7731,4.7559,4.8,4.2111,4.3362,4.2053,5.098,5.0717,4.3923,4.8306,4.6153,4.7297,4.761,210.2632,4.7734,3.3502,0.173,0.0341,0.036,0.0648,0.0542,0.0061,0.0001,0.0012,0.0005,2014.579,893.7474,0.024,0.0044,0.0008,0.1269,2431.1719,183.3412,1.5418,-0.022,0.1078,0.0466,0.1394,0.0826,0.043,0.0435,0,0.2752,0.0357,0.0055,89.8232,61.2084,0.7596,2.4573,80.0587,78.5647,182.2964,10.2918,-0.0242,0.1225,76.2696,7.3289,6.4858,0.2852,-0.8935,0.2485,0.1278,0.3219,0.2627,0.2694,8.3686,8.421,0.2023,0.6794,2.7725,2.6302,2.5257,0.0001,9.2493,9.3127,-206.6696,-206.7528,4.0739,4.5511,-999.25,0.197,5065,0.2486,0.0406,0.4198,0.0669,0.4727,80.3011,152.9656
10397,64.57623723,9.51584345,1.925771344,14.18125611,5.876725038,3.924166824,4.2169,4.4413,4.3236,4.259,4.1595,4.3559,4.2153,4.768,5.2312,5.1809,4.4097,4.6132,4.2159,4.1872,4.1747,234.7971,4.0296,3.6102,0.233,0.0412,0.0481,0.0889,0.0792,0.0089,0.0039,0.0001,0,1913.5873,824.3626,0.0372,0.0046,0.0008,0.181,2290.4314,183.3412,1.538,-0.0219,0.1614,0.0911,0.0181,0.0853,0.0342,0.046,3.3451,0.2799,0.0303,0.0054,94.7313,61.2084,0.7547,2.3418,84.447,81.242,182.2964,10.288,-0.0825,-0.0326,79.864,2.7134,3.0421,0.2427,-0.9908,0.2598,0.5581,1.3684,0.2587,0.2509,7.7234,7.9842,0.227,0.1905,2.7693,2.5543,2.4339,0.0439,6.3564,6.9855,-206.7643,-206.8101,3.2613,4.9856,-999.25,0.2702,4968.8335,0.2596,0.017,0.4374,0.0567,0.4889,91.9007,167.9024
10398,68.23441472,6.317957471,1.546280171,14.3170026,5.323802494,4.260542539,3.9787,4.3465,4.261,4.149,3.9861,3.834,4.1646,3.3137,2.9679,2.9523,4.0937,4.1962,3.9437,3.8422,3.6841,241.0214,3.4647,3.5571,0.2598,0.0359,0.0519,0.1046,0.0949,0.0051,0.0022,0.0019,0,1815.7925,814.7789,0.0367,0.0047,0.0008,0.2087,2268.5754,183.3412,1.9947,-0.0253,0.1013,0.1926,0.0577,0.0686,0.0632,0.038,8.9302,0.2739,0.0191,0.0031,94.9817,61.2084,0.6766,0,83.0875,87.7994,182.2964,10.7447,-0.0347,0.1472,80.6217,10.1963,9.0334,0.2773,-0.2284,0.2575,0.9016,1.542,0.2596,0.265,7.0371,5.4502,0.204,0,2.7464,2.3807,2.5367,0.0001,12.9,9.8734,-206.8732,-206.8561,2.1564,5.3993,-999.25,0.2965,4874.8003,0.2573,0.095,0.3448,0.0358,0.5244,91.7058,160.3276
10399,68.27403855,4.782134396,1.054684452,15.89846057,5.210076759,4.780605277,4.3117,4.5811,4.5318,4.4153,4.2773,5.7481,4.8621,4.7623,3.9581,3.9274,4.2216,5.675,5.1048,4.9258,4.572,226.4839,3.5371,3.582,0.2831,0.0187,0.0374,0.1321,0.1356,0.0077,0,0.0008,0.0004,1713.7234,745.7905,0.0495,0.0047,0.0008,0.2766,2166.9211,183.3412,1.0681,-0.0178,0.0561,0.0288,0.0311,0.0647,0.0584,0.036,7.4896,0.2861,0.0147,0.0038,92.3561,63.5495,0.7067,2.1811,83.9994,91.1497,182.2964,9.8181,-0.0033,0.1087,84.6166,10.1564,8.9979,0.2931,0.0037,0.2866,2.9882,3.9872,0.2859,0.2853,3.427,3.7584,0.198,0,2.7366,2.6608,2.6141,0.0001,12.8491,12.8529,-206.9564,-206.8557,1.0782,7.3312,-999.25,0.3326,4781.8335,0.2866,0.0822,0.3253,0.0275,0.565,91.7077,159.5128
10400,68.22316331,3.657752528,1.41958978,16.80324131,4.733992469,5.162260601,4.9207,5.0715,5.0853,5.0242,4.7329,6.533,3.2845,4.7785,4.6856,4.7002,5.0701,4.8524,5.3945,5.2994,4.6597,199.0362,3.7908,4.4132,0.3772,0.0005,0.0296,0.2015,0.2001,0.0059,0,0,0.0005,1616.2314,687.3047,0.0608,0.0047,0.0008,0.4079,2091.9788,183.3412,1.0643,-0.0173,0.0602,0.0607,0,0.0675,0.0333,0.0371,3.2669,0.3111,0.0149,0.0053,90.5441,63.5495,0.6304,2.126,82.3651,90.5323,182.2964,9.8143,0,0.0065,76.2576,9.9496,8.814,0.3182,-0.0174,0.3125,12.1756,9.7251,0.3319,0.3219,3.4764,3.5011,0.2083,0.2403,2.7345,2.6063,2.6071,0.0001,12.5855,12.6278,-207.079,-206.8431,0,9.0569,-999.25,0.438,4630.167,0.3122,0.0145,0.3392,0.0279,0.6183,91.7102,160.0247
10401,75.30244039,3.353662503,1.355335705,12.10095213,4.571017862,3.316591417,6.2555,6.1479,6.4171,6.1823,6.3239,4.2783,3.8084,3.2683,3.0844,3.0612,5.5294,4.6694,5.1253,5.0282,4.6626,161.7525,4.098,6.559,0.2965,0.0018,0.039,0.1569,0.1329,0.0036,0,0.0018,0.0008,1553.9741,898.1599,0.0402,0.0045,0.0008,0.296,2402.7388,183.3412,1.0519,-0.0181,0.0623,0.0636,0,0.0573,0.0478,0.0319,5.779,0.3115,0.0104,0.0042,99.5357,63.5495,0.5147,3.1004,90.593,92.7421,182.2964,9.8019,-0.0005,-0.0078,92.9045,9.7109,8.6018,0.2988,-0.0024,0.2455,3.7922,2.6532,0.2575,0.2858,3.5615,3.5177,0.1842,0.3085,2.7222,2.6013,2.6034,0.0001,12.2814,12.3307,-207.1383,-206.802,0,8.0212,-999.25,0.3368,4564,0.2451,0.0537,0.2879,0.0194,0.639,91.6993,159.5871
10402,76.89745997,1.350384551,1.562587945,12.44267605,4.228913773,3.51797771,7.7802,9.8208,10.4615,10.2714,10.0104,11.7894,15.0615,14.2662,12.2488,11.8447,8.8323,17.7596,20.5742,17.4099,11.9034,97.3578,7.5362,13.4786,0.1362,0.0155,0.0361,0.0589,0.0327,0.002,0.0061,0.0001,0,1683.1097,1297.5457,0.0152,0.0047,0.0008,0.0998,2834.3772,183.3412,1.0412,-0.0176,0.0588,0.0522,0.0177,0.0501,0.0444,0.0267,6.6417,0.3292,0.0172,0.0038,101.3918,63.5495,0.5017,2.6844,92.3257,91.8881,182.2964,9.7912,0.0028,0.0138,88.0036,10.203,9.0393,0.14,-0.0317,0.1652,0.0641,0.0661,0.1909,0.1466,3.4096,3.4216,0.1417,0.1007,2.72,2.6207,2.6094,0.0001,12.9085,12.8503,-206.5257,-206.7554,0,4.942,-999.25,0.1513,4726,0.1653,0.0445,0.2517,0.0322,0.6716,91.6868,160.5935
10403,78.06476402,8.68273436,0.8941711044,7.147862723,3.445430144,1.765037645,10.1622,11.6911,12.5064,13.4035,12.1717,11.2137,7.1578,7.9956,6.983,6.821,10.771,11.8956,12.4453,15.1192,10.2685,74.6073,7.0334,11.6676,0.0661,0.0226,0.0186,0.0175,0.0109,0.006,0.0027,0.0004,0.0002,1617.8596,1434.234,0.0128,0.004,0.0008,0.0377,3219.3518,183.3412,0.9333,-0.0169,0.0691,0.0752,0.0201,0.0486,0.0397,0.0245,4.1439,0.3386,0.0265,0.0038,107.8996,63.5495,0.5465,2.721,98.7158,96.4686,182.2964,9.6833,0.0043,0.0187,100.5961,10.7999,9.5702,0.1713,0.0348,0.1734,0.0019,0.0146,0.1851,0.183,3.2055,3.3076,0.1494,0.166,2.7261,2.5813,2.5918,0.0001,13.6694,12.7718,-206.3566,-206.6918,0,3.452,-999.25,0.0789,4607.2002,0.1734,0.0318,0.2441,0.0497,0.6744,91.6728,160.4564
10404,23.85300849,71.5756818,0,2.58254834,1.46947753,0.5192838342,11.119,13.1783,14.7425,16.5458,14.0302,13.1214,13.6726,15.1059,9.6129,9.3812,10.6405,12.5169,12.978,14.7502,12.2764,60.4384,8.8529,11.3009,0.0397,0.0232,0.0105,0.0022,0.0082,0.0077,0.0025,0.0006,0.0005,1592.9753,1631.4089,0.0155,0.0042,0.0008,0.0216,3450.2419,183.3412,0.9225,-0.0165,0.0761,0.0771,0.0021,0.0492,0.1156,0.0253,3.5528,0.2485,0.0262,0.0031,98.3841,63.5495,0.5124,2.8346,90.0529,95.2099,182.2964,9.6725,0.0001,-0.0042,94.2998,21.0987,18.7395,0.1499,0.0264,0.1542,0.0004,0.0147,0.1631,0.1485,3.2549,3.5401,0.1387,0,2.7401,2.5782,2.5799,0.0001,26.8126,24.2414,-206.3915,-206.6263,0,3.4528,-999.25,0.0552,4632,0.154,0.2359,0.2474,0.049,0.4676,80.7895,160.4501
10405,52.20852067,22.862435,4.707397047,9.979687314,7.871995837,2.369964135,12.2502,15.9172,17.6292,20.5445,18.2919,13.6381,16.5491,18.7239,14.902,14.4342,13.7678,20.6569,26.2857,29.1259,23.6134,48.6748,13.6284,10.4252,0.0271,0.0137,0.0059,0.0043,0.0067,0.0085,0.0004,0,0.0012,1584.0776,1868.4325,0.0137,0.0042,0.0008,0.0211,3741.9463,183.3412,0.7793,-0.0151,0.0349,0.0394,0.0269,0.0555,0.1535,0.0296,5.3121,0.1925,0.0222,0.0032,75.8779,65.8906,0.4776,2.5655,69.8932,75.21,182.2964,9.5293,0.0004,0.0112,68.5421,176.203,161.2967,0.1453,0.0765,0.1384,0.0003,0.0063,0.1478,0.1427,5.1444,4.4101,0.1188,0.2155,2.7498,2.6427,2.6502,0.0143,2317.4827,71.1628,-206.1875,-206.608,0,5.2548,-999.25,0.0408,4598.8335,0.1386,0.3379,0.279,0.0416,0.3415,76.496,125.2964
10406,25.96140009,50.58048325,10.41182009,4.554235486,7.31045868,1.1816024,13.3586,18.0797,21.5664,23.0833,22.8369,12.6754,13.7984,17.0155,12.4482,12.003,12.5299,16.0977,26.0829,27.6301,23.7856,43.3214,13.0914,11.954,0.0144,0.0042,0.0052,0.002,0.0087,0.0085,0,0,0.0008,1548.04,2297.0027,0.0149,0.0041,0.0008,0.0199,4312.4619,183.3412,0.9826,-0.016,0.0016,-0.01,0.073,0.0588,0.1428,0.0324,6.3267,0.1984,0.0156,0.0035,59.1007,62.379,0.5177,3.6205,53.9537,52.9717,182.2964,9.7326,-0.0053,-0.0022,52.8377,48.5133,43.5765,0.1287,0.1344,0.1192,0.0003,0.0017,0.132,0.1371,4.7599,4.8349,0.0984,0.1138,2.7453,2.7271,2.7072,0.0239,67.0122,54.8463,-206.5587,-206.6026,0,10.7772,-999.25,0.0293,4516.8003,0.1192,0.309,0.2954,0.0291,0.3665,76.4898,126.3927
10407,66.29676417,11.62660183,2.696504988,11.89088737,4.247271709,3.241969937,13.9189,17.6119,23.133,23.403,24.9425,14.232,13.3995,16.4577,17.8438,16.9018,13.8953,19.1386,20.977,20.6768,18.6471,42.7296,18.0088,10.048,0.0248,0.0029,0.0085,0.008,0.0111,0.0065,0,0,0.0012,1567.9785,2578.2539,0.0134,0.004,0.0008,0.0269,4599.1875,183.3412,0.7839,-0.0143,-0.0115,-0.0184,0.0675,0.0601,0.1215,0.033,6.8036,0.221,0.0156,0.0039,47.1241,64.7201,0.5237,3.2003,43.3983,40.4045,182.2964,9.5339,-0.0024,0.0123,44.5025,100.5939,90.1819,0.1204,0.0541,0.1078,0.0008,0.004,0.112,0.1111,4.8313,4.7551,0.0879,0,2.7429,2.7414,2.7297,0.0084,138.6915,121.1749,-206.7574,-206.6056,0,9.5254,-999.25,0.0382,4673.3335,0.1077,0.2519,0.302,0.0292,0.4168,76.4986,126.3774
10408,51.87231567,25.56844754,3.853026331,8.720971242,7.8148378,2.170401413,14.4659,19.6006,23.3616,22.273,24.845,14.5159,19.5876,20.9703,25.0585,23.7031,13.9677,19.5801,23.745,21.1273,20.5997,44.8975,23.3786,10.3199,0.0648,0.0122,0.0179,0.024,0.0136,0.0002,0.0017,0.0023,0.0001,1660.0226,2690.533,0.0072,0.0042,0.0008,0.0418,4699.4507,183.3412,0.6907,-0.0135,-0.0114,-0.0058,0.0142,0.0603,0.0617,0.0317,8.6346,0.2919,0.0234,0.0048,43.8691,63.5495,0.507,2.956,40.5687,36.2667,182.2964,9.4407,0.0043,0.0582,39.2079,57.6946,51.4547,0.0856,-0.0095,0.1034,0.0021,0.0033,0.1065,0.0836,4.4715,4.4866,0.085,0.1476,2.7394,2.72,2.7294,0.0001,74.1472,67.5014,-206.2576,-206.6563,0,4.4452,-999.25,0.0719,4678.3999,0.1034,0.0909,0.3029,0.0438,0.5625,76.4965,126.2864
10409,74.45670824,8.606654523,1.592495829,9.880812438,2.813333324,2.649995649,14.5634,19.179,22.5327,21.2873,22.0192,19.9831,28.8379,25.7956,21.6516,20.7919,16.1499,21.9236,25.097,23.2794,22.8965,46.9764,18.9634,10.3559,0.0762,0.0228,0.0246,0.0243,0.0047,0,0.0032,0.0013,0,1582.6963,1894.1998,0.0046,0.0041,0.0008,0.0335,4108.7686,183.3412,0.7516,-0.0154,0.0324,0.0173,0.023,0.0571,0.0407,0.0311,5.8141,0.3209,0.0155,0.0042,59.5541,62.379,0.4782,2.6232,54.9245,53.7435,182.2964,9.5016,-0.0048,0.0767,53.9469,30.8008,27.3893,0.1918,-0.0047,0.1623,0.0012,0.0016,0.1458,0.1958,4.2893,4.4458,0.1326,0.2472,2.7255,2.6804,2.6546,0.0001,39.2107,32.0013,-206.8033,-206.6795,0,2.6372,-999.25,0.0809,4549,0.1621,0.0344,0.2869,0.0291,0.6496,76.5072,125.752
10410,70.54206047,6.919462673,1.519108098,13.08599386,4.105064676,3.828310224,14.6851,18.3887,21.8596,22.3449,20.2427,14.3881,18.667,23.1073,18.5308,17.9175,14.6374,18.6219,22.353,22.1871,22.3333,44.753,17.1752,10.7698,0.0856,0.0321,0.0338,0.0139,0.0076,0.0001,0.0024,0.001,0,1642.5774,1657.4365,0.0053,0.004,0.0008,0.025,3462.9224,183.3412,0.9218,-0.0164,0.0756,0.0606,0.0135,0.0542,0.0371,0.0308,4.0245,0.3288,0.0064,0.0036,77.8359,61.2084,0.5,0.4921,71.2471,76.7407,182.2964,9.6718,-0.0127,0.0493,74.648,10.436,9.5506,0.1542,-0.0168,0.1503,0.0011,0.0029,0.1517,0.1497,4.0905,4.0561,0.1361,0.1607,2.7136,2.6063,2.5807,0.0001,14.7064,19.9587,-206.4811,-206.8074,0,1.9833,-999.25,0.0908,4670,0.1503,0.0249,0.2726,0.0119,0.6906,76.5114,126.3492
10411,77.20865646,8.031173042,0.9745588703,8.350363732,3.335173982,2.100073917,14.2446,17.3445,20.9409,22.5452,20.5623,15.1827,12.5459,25.6128,28.9027,27.6511,14.7259,17.2544,19.2918,20.4877,19.3174,44.3553,23.1832,13.6262,0.0691,0.0278,0.0285,0.0037,0.0169,0.0021,0,0.0003,0.0008,1600.8375,1518.4249,0.0111,0.004,0.0008,0.0239,3373.8508,183.3412,0.7377,-0.0154,0.0871,0.0885,0.0104,0.0569,0.0323,0.0311,3.5663,0.3308,0.0162,0.0038,101.3533,61.2084,0.504,2.7906,93.5319,102.8377,182.2964,9.4877,-0.0031,0.0046,96.0164,23.5906,20.9589,0.1785,0.0348,0.1711,0.0009,0.0107,0.1926,0.1856,3.3491,3.4021,0.1527,0.2575,2.7248,2.5587,2.5611,0.0001,29.9934,30.7983,-206.8295,-206.899,0,2.3905,-999.25,0.0802,4736.2002,0.1712,0.012,0.2862,0.0303,0.6715,76.5181,125.8958
10412,80.29512918,1.205147279,1.021801892,10.68811742,3.740700907,3.049103318,13.8745,17.1203,19.024,19.3682,18.9767,12.3909,10.5041,12.1295,12.8355,12.5946,11.8842,12.0821,13.4246,13.7425,13.5304,51.6311,14.3082,11.5292,0.0526,0.0156,0.0206,0.0082,0.0156,0.0036,0,0,0.0007,1543.9575,1577.49,0.0116,0.0041,0.0008,0.0281,3471.2476,183.3412,0.7469,-0.0154,0.0755,0.0725,0.0057,0.0607,0.0312,0.0333,3.7066,0.3254,0.0168,0.0038,99.2993,62.379,0.5284,2.9081,91.5988,97.3533,182.2964,9.4969,-0.0012,0.0134,86.4221,36.2613,32.2608,0.156,-0.0088,0.1678,0.0009,0.0083,0.1689,0.158,3.1742,3.2215,0.1476,0.5674,2.7294,2.586,2.5809,0.0001,46.1929,43.2314,-207.2754,-206.9138,0,3.5732,-999.25,0.0643,4565.5,0.1677,0.009,0.3051,0.0314,0.6544,77.3181,126.7005
10413,75.2488744,3.053962911,1.545054407,12.46530768,4.079543558,3.607257046,16.4717,23.0467,23.5052,21.191,20.5809,21.1914,29.0069,27.5458,19.2912,18.7939,17.2085,22.9365,26.2677,22.4621,23.8033,47.1897,11.5099,19.1331,0.0401,0.0054,0.0212,0.0117,0.0057,0.0088,0,0,0.0007,1485.182,1695.7618,0.0134,0.0041,0.0008,0.0269,3528.4604,183.3412,0.7831,-0.0154,0.0732,0.0714,0.025,0.0688,0.01,0.0389,5.2562,0.3349,0.0124,0.0046,93.7422,61.2084,0.5733,2.2394,86.3337,90.0289,182.2964,9.5331,-0.0038,-0.0006,86.1431,26.0887,23.1858,0.1496,0.0523,0.1499,0.0008,0.0091,0.1494,0.1435,3.1679,3.23,0.1353,0.1986,2.7309,2.5878,2.5848,0.0001,33.1854,30.9775,-207.8333,-206.9827,0,4.9624,-999.25,0.0535,4523,0.1499,0,0.346,0.0232,0.6308,77.0197,126.4191
10414,75.29928666,7.267587292,1.217863602,9.655885593,4.055853464,2.503523385,21.9466,32.1817,32.1118,24.7162,24.8156,25.501,35.6038,30.0325,19.84,19.2071,27.6743,43.3883,40.1362,27.1293,27.5805,40.4593,13.3916,24.7551,0.027,0.0047,0.0146,0.0076,0.0014,0.012,0,0,0.0001,1800.2729,1685.6006,0.0135,0.004,0.0008,0.0211,3534.603,183.3412,0.8101,-0.0156,0.0774,0.0699,0.0562,0.0673,0.0211,0.0384,8.8171,0.3243,0.0053,0.005,95.2694,62.379,0.5568,2.1935,87.6354,92.0161,182.2964,9.5601,-0.008,-0.0236,88.4083,18.1536,16.1157,0.1771,0.1282,0.152,0.0004,0.0068,0.1595,0.1669,3.3247,3.3485,0.1377,0.0225,2.7236,2.5905,2.5776,0.0001,23.0513,27.0871,-206.8769,-207.0559,0,5.6738,-999.25,0.0405,4825,0.152,0,0.3383,0.01,0.6517,75.5718,122.231
10415,69.06007057,19.24120186,0.9323534897,6.441617947,2.81894262,1.505813511,23.3457,32.078,32.0452,28.3257,24.5084,29.9547,41.8643,31.6257,23.4508,22.5881,26.9915,35.6124,31.63,28.6328,23.5471,35.3037,13.6089,32.0761,0.0325,0.0165,0.0086,0.0074,0.0007,0.0118,0.0004,0,0,1709.7041,1828.9125,0.0128,0.0039,0.0008,0.0203,3614.2683,183.3412,0.8139,-0.0153,0.0778,0.0743,0.0642,0.0639,0.0451,0.0352,6.2406,0.3036,0.0169,0.004,87.3725,61.2084,0.5035,4.2308,80.3576,80.9464,182.2964,9.5639,-0.0081,-0.0296,78.2016,48.851,43.5025,0.1142,0.1322,0.1347,0.0002,0.0065,0.138,0.1188,3.5161,3.4823,0.1255,0.1,2.7353,2.5829,2.5769,0.0001,62.3067,65.0385,-206.5928,-207.0371,0,3.5493,-999.25,0.0453,4746.167,0.1348,0.0462,0.3212,0.0315,0.601,71.7658,117.2118
10416,76.26238533,6.447925633,1.246165515,9.588202416,3.959978571,2.495342535,21.7899,30.1109,31.0845,29.1445,27.1592,22.3386,27.0237,23.8409,17.1232,16.6048,21.5827,27.6611,28.3048,30.1326,22.6952,34.3118,12.6077,25.0933,0.038,0.019,0.0075,0.0101,0.0019,0.0094,0.0007,0,0.0007,1611.5443,1919.6044,0.0113,0.0042,0.0008,0.0227,3796.7441,183.3412,0.8532,-0.0156,0.0774,0.0854,0.0637,0.0657,0.0519,0.0358,5.9375,0.2928,0.0223,0.0032,87.136,62.379,0.4817,2.5381,80.001,78.024,182.2964,9.6032,-0.0079,-0.038,84.6044,72.1337,64.3541,0.1442,0.1184,0.1344,0.0003,0.0052,0.1352,0.1441,3.616,3.5627,0.1252,0.0131,2.7441,2.5639,2.5776,0.0001,92.1872,75.7896,-206.4659,-206.9713,0,3.433,-999.25,0.0493,4654.3999,0.1345,0.0647,0.3302,0.0417,0.5634,71.7769,116.9327
10417,77.48328925,3.427452534,1.14327351,10.82912404,4.098137178,3.018723492,20.973,28.0013,29.7962,27.8782,30.8504,19.3687,29.8855,26.2755,17.9385,17.3035,21.0917,31.4403,29.0027,26.6635,28.3231,35.8703,13.0368,26.2822,0.0489,0.0217,0.0095,0.0099,0.012,0.0025,0,0,0.0017,1537.8617,2032.6403,0.0086,0.0041,0.0008,0.0262,3838.9746,183.3412,0.837,-0.0151,0.064,0.0654,0.0619,0.0651,0.0685,0.0353,5.9611,0.2746,0.0255,0.0025,76.3457,62.379,0.4584,2.4035,70.1444,70.5471,182.2964,9.587,-0.0063,-0.0294,71.2615,46.1696,41.1081,0.1088,0.1108,0.1222,0.0004,0.0034,0.1235,0.1121,3.591,3.6136,0.1136,0.1658,2.7498,2.5982,2.6006,0.0001,58.8744,56.1139,-206.7227,-206.8383,0,3.1254,-999.25,0.0574,4569.1665,0.1222,0.1091,0.3274,0.0477,0.5158,71.7791,116.9074
10418,75.97892589,3.142100391,1.427702804,11.9747512,4.28864992,3.187869793,20.7982,22.8056,23.2076,21.1613,26.659,23.7076,26.0657,24.4094,21.6937,20.941,24.3139,30.178,26.7146,21.881,27.6436,47.2561,15.5139,25.8703,0.0674,0.0252,0.0204,0.0155,0.0086,0.0008,0,0.0001,0.0027,1551.2347,1949.0128,0.0058,0.0042,0.0008,0.0277,3750.5444,183.3412,0.8163,-0.0151,0.0524,0.0509,0,0.064,0.0814,0.036,7.1843,0.2602,0.016,0.0021,75.3328,61.2084,0.4526,2.2482,69.2775,82.0583,182.2964,9.5663,-0.0034,0.0025,63.3909,32.2056,28.9077,0.1213,0.0688,0.1274,0.0008,0.0022,0.1279,0.1177,4.0813,3.7043,0.1151,0.4726,2.7422,2.6229,2.6204,0.0001,43.5846,35.5051,-207.1121,-206.7797,0,2.5636,-999.25,0.0732,4770.6665,0.1274,0.1439,0.3216,0.0299,0.5046,72.2822,118.982
10419,80.98874952,3.151573038,1.045920157,9.112503303,3.449716202,2.251537776,18.9465,18.6614,18.2553,16.8015,20.6346,17.161,8.9678,8.441,10.1135,9.9272,18.536,12.1802,11.7915,11.3518,13.1778,59.5183,9.8563,30.4536,0.0586,0.0251,0.0217,0.0115,0.0003,0.0051,0.0009,0,0.0018,1668.5038,1668.2765,0.0079,0.0042,0.0008,0.0196,3489.4102,183.3412,0.8717,-0.0161,0.0674,0.0586,0.0319,0.0699,0.0533,0.039,6.4067,0.2831,0.0167,0.0035,91.4557,62.379,0.4917,2.2761,83.8986,86.9714,182.2964,9.6217,-0.0053,-0.0056,86.1432,17.9796,15.9606,0.1691,0.089,0.1509,0.0004,0.0035,0.162,0.1635,3.3621,3.5153,0.1346,0.3759,2.7436,2.6097,2.5948,0.0001,22.829,24.3284,-206.733,-206.7182,0,2.2491,-999.25,0.0665,4714.4004,0.1509,0.0684,0.3511,0.0312,0.5493,74.3475,120.4612
10420,75.26806278,4.457218891,1.55740658,11.36542791,4.401737621,2.950146212,17.3586,19.5176,18.0469,16.5116,17.6602,16.4437,33.2753,22.5286,21.1745,20.3789,16.9452,18.5455,19.0635,17.2199,19.1217,60.5637,14.7758,19.863,0.0515,0.0278,0.0162,0.0073,0.0011,0.0084,0.0015,0,0.0006,1618.2869,1545.8234,0.0114,0.0041,0.0008,0.0189,3350.7932,183.3412,0.8856,-0.0164,0.0817,0.0854,0.0546,0.0689,0.0352,0.0375,8.8172,0.3068,0.0184,0.0051,88.3607,65.8906,0.5139,2.9953,81.0099,85.4633,182.2964,9.6356,-0.0075,-0.0279,79.5605,32.3243,28.7485,0.1682,0.1136,0.1621,0.0003,0.0082,0.163,0.1681,3.2479,3.3185,0.1455,0.3802,2.7398,2.564,2.5702,0.01,41.1591,38.2698,-206.9811,-206.6551,0,2.2667,-999.25,0.0629,4661.4004,0.1621,0.0196,0.3461,0.0345,0.5998,74.3431,122.7196
10421,76.55898251,2.80433812,1.646990525,11.82709798,3.993639636,3.168951225,16.1093,19.0649,18.1192,16.9089,15.8089,15.4333,18.8457,16.389,13.4335,12.9587,16.6816,21.8151,19.5952,18.2888,16.6364,59.1403,11.1361,17.383,0.0571,0.0227,0.0196,0.0134,0.0023,0.0079,0.0011,0,0.0009,1690.5706,1600.0408,0.0108,0.0041,0.0008,0.0256,3344.6082,183.3412,0.8794,-0.0161,0.0656,0.0617,0.0252,0.0646,0.0342,0.0345,9.3882,0.316,0.0208,0.0055,83.8055,61.2084,0.5542,0,76.8545,83.2833,182.2964,9.6294,-0.0026,-0.0041,79.2744,16.2232,14.3961,0.1357,0.0339,0.1511,0.0006,0.0076,0.1525,0.1443,3.2912,3.2843,0.1342,0.0096,2.7367,2.6046,2.5978,0.0001,20.5867,23.2981,-206.6213,-206.5864,0,2.7511,-999.25,0.068,4753,0.1509,0.017,0.3249,0.0389,0.6192,74.3312,122.9403
10422,79.31671483,6.389648993,1.139784742,7.803852865,3.534992402,1.815006163,15.0354,17.0666,16.8412,15.7853,14.2163,13.6196,16.2193,14.8264,12.0554,11.6791,14.4082,16.185,16.1138,15.9818,12.5326,63.3499,10.4663,14.3254,0.0741,0.0215,0.0289,0.0179,0.0076,0.0015,0.0016,0.002,0.0006,1632.6084,1598.4381,0.0074,0.0042,0.0008,0.031,3314.0476,183.3412,0.8794,-0.0161,0.0527,0.0502,0,0.0689,0.0439,0.0363,6.1483,0.2976,0.0287,0.0047,87.9634,61.2084,0.5945,2.3264,80.6675,86.6216,182.2964,9.6294,0.0004,0.0149,88.85,15.3626,13.6293,0.1381,-0.0303,0.1484,0.0014,0.0044,0.1612,0.1473,3.3168,3.3101,0.1296,0.2976,2.7512,2.6241,2.6198,0.0001,19.4874,18.918,-206.568,-206.5536,0,2.8439,-999.25,0.0815,4669.667,0.1485,0.0432,0.3464,0.0538,0.5566,73.457,121.1593
