XRF Depth,SiO2,CaO,MgO,Al2O3,Fe2O3,K2O,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO60,AORT,AORX,BFV,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CDF,CFTC,CMFF,CMFF_SIG,CMR_PHI_CO,CMRP_3MS,CNTC,CTEM,DCAL,DNPH,DPHZ,DPH8,DSOZ,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,ECGR,ECST,ESUF_WALK2,GDEV,GR,GR_EDTC,GTEM,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,KSDR,KTIM,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,QCPMT,RHGE_WALK2,RHO8,RHOZ,RSOZ,RXO8,RXOZ,SP,SPAR,STIT,T2LM,T2LM_SIG,TCMR,TENS,TNPH,WCAR_WALK2,WCLA_WALK2,WPYR_WALK2,WQFM_WALK2,DTCO,DTSM
10526,71.45197254,18.16979267,0,7.122481563,2.119497848,1.136255375,48.5702,123.6706,163.3721,138.3404,139.7463,52.0707,114.2511,157.1284,168.006,181.497,50.3124,133.9669,191.4012,151.3441,168.0783,7.2285,176.3562,16.413,0.0414,0.0124,0.0143,0.0122,0.0026,0.0099,0.0033,0,0,1576.4496,4449.9302,0.0134,0.0042,0.0008,0.028,5723.0098,185.3176,0.4789,-0.01,0.0559,0.0559,0,0.025,0.1206,0.0122,3.2202,0.2846,0.016,0.0019,54.5846,60.0379,0.388,2.4375,50.9613,53.4354,183.8063,9.2289,-0.0013,0.003,52.8019,212.6024,190.5286,0.0438,0.0332,0.0469,0.0008,0.0097,0.0381,0.0445,3.733,3.6816,0.0516,0.0096,2.7047,2.6143,2.6144,0.0051,294.4799,292.5174,-218.057,-217.9069,0,4.7859,-999.25,0.0548,4697.167,0.0469,0.2495,0.1255,0.0262,0.5989,62.1142,100.7503
10527,82.29571583,6.18316356,1.845355486,6.885967452,1.753282363,1.036515311,41.0972,89.1488,110.0575,94.0016,96.5004,42.7581,102.5349,115.8724,103.6742,109.0135,41.475,97.4859,115.1264,96.1802,99.0524,10.6381,116.111,15.9699,0.0572,0.0186,0.0137,0.0174,0.008,0.0023,0.0041,0,0,1547.0751,3459.8679,0.007,0.0042,0.0008,0.0318,5069.9834,185.3176,0.475,-0.0109,0.0693,0.0661,0.0575,0.0289,0.0942,0.0148,6.3108,0.3082,0.0119,0.0031,65.885,60.0379,0.4394,1.5031,61.5223,68.923,183.8063,9.225,-0.0054,-0.0177,62.1627,101.958,91.245,0.0684,0.1011,0.0687,0.0008,0.0027,0.0673,0.0693,3.2775,3.4097,0.069,0,2.7002,2.597,2.5914,0.0029,135.5998,145.4914,-217.7721,-217.6346,0,3.3602,-999.25,0.0642,4560.3335,0.0687,0.1785,0.1451,0.0223,0.6541,64.3654,102.0098
10528,81.18116436,3.774281806,1.15518775,9.862710205,2.324286255,1.702369625,34.8423,68.8084,80.7268,71.111,71.5341,33.3921,57.1066,65.6816,49.6723,51.3553,34.3547,64.2063,71.4796,63.2734,61.2787,14.0625,58.8566,13.5136,0.0542,0.0154,0.0107,0.0196,0.0087,0,0.0025,0.0016,0,1540.666,2724.0522,0.0044,0.0043,0.0008,0.0324,4517.332,185.3176,0.5159,-0.012,0.0614,0.0578,0.0575,0.0366,0.0887,0.0204,5.4623,0.3,0.0055,0.0031,81.665,62.379,0.4392,2.0799,76.1166,79.7274,183.8063,9.2659,-0.0047,-0.0098,81.087,88.5901,79.1003,0.0962,0.0823,0.093,0.0006,0.0008,0.0969,0.0967,3.3606,3.3497,0.0899,0.1216,2.702,2.6112,2.6051,0.0001,113.3198,108.1564,-217.421,-217.4429,0,3.6599,-999.25,0.0586,4579,0.0931,0.1635,0.1839,0.0102,0.6424,67.1196,106.344
10529,75.19602863,5.373154237,1.573853186,11.86374175,3.824826849,2.168395344,32.7353,60.1677,69.8931,62.5709,61.4266,29.6385,57.4499,59.9424,49.3403,50.8721,31.3033,59.796,66.0599,59.1699,55.3594,15.9819,57.8843,12.8042,0.0423,0.0059,0.0082,0.0149,0.0159,0.0001,0.0013,0.0027,0,1562.8795,2315.6057,0.0066,0.0043,0.0008,0.0348,4198.4028,185.3176,0.5759,-0.013,0.0619,0.0619,0.042,0.0446,0.0788,0.0251,6.1963,0.2973,0.0076,0.0029,84.3962,60.0379,0.46,2.5926,78.4494,76.6426,183.8063,9.3259,-0.0057,-0.0204,78.8448,56.5072,50.3666,0.1191,0.0955,0.1132,0.0012,0.0014,0.1214,0.1168,3.3558,3.4283,0.1064,0.3556,2.7116,2.6041,2.6042,0.0001,72.144,73.6366,-217.3309,-217.3146,0,7.2252,-999.25,0.0489,4685.2002,0.1134,0.1371,0.2242,0.0143,0.6244,67.7356,107.7956
10530,77.60869169,3.656962528,1.348821581,11.834617,3.278031645,2.272875548,33.9078,62.3792,73.1411,66.4857,62.2106,33.2105,55.0579,62.6427,56.0304,58.2997,33.2969,59.4224,71.6782,67.6099,61.7155,15.0408,63.8767,13.6484,0.0417,0.0068,0.01,0.0141,0.0161,0.0025,0.0011,0.0013,0.0003,1551.4333,2237.7681,0.0104,0.0042,0.0008,0.0353,4146.729,185.3176,0.5675,-0.0131,0.0524,0.044,0.0068,0.0476,0.063,0.026,9.6694,0.3112,0.0131,0.0031,83.287,61.2084,0.5107,2.6187,77.4479,82.0903,183.8063,9.3175,-0.0032,-0.0111,75.8402,62.3584,55.607,0.1127,0.07,0.1188,0.0013,0.0046,0.1216,0.1222,3.3667,3.3927,0.1089,0,2.7171,2.6347,2.6204,0.0001,79.6536,76.5834,-217.2235,-217.3685,0,6.5776,-999.25,0.0521,4591.5,0.1189,0.0945,0.2392,0.0245,0.6419,67.632,108.4611
10531,75.11701169,5.974211247,1.690097277,11.30954608,3.701331736,2.207801966,36.9734,72.8994,88.7761,77.6035,75.143,37.0717,61.7457,73.4853,83.7364,88.0664,37.6924,65.7713,82.9021,71.9264,67.7741,12.886,89.3247,14.1445,0.0371,0.011,0.0063,0.0128,0.0101,0.0047,0.0004,0.0001,0.0007,1541.6614,2504.0422,0.0091,0.0041,0.0008,0.0289,4413.502,185.3176,0.5174,-0.0125,0.0609,0.0641,0.0261,0.0357,0.0877,0.0195,8.3151,0.3032,0.0106,0.0022,84.0896,62.379,0.4833,2.5371,78.371,87.0121,183.8063,9.2674,-0.0051,-0.0209,82.8635,79.1551,70.6503,0.1078,0.0903,0.1067,0.0005,0.0029,0.1147,0.1124,3.2893,3.3663,0.1011,0.0103,2.7062,2.6003,2.6059,0.0001,101.2107,113.7486,-217.3674,-217.5354,0,4.96,-999.25,0.0462,4593.7998,0.1068,0.1608,0.1793,0.0198,0.64,67.1732,108.1052
10532,81.01013608,7.118238865,0.7535943848,7.921454922,1.865946004,1.330629741,40.0259,89.9354,113.856,94.63,95.9698,44.557,149.9308,166.0699,140.7842,148.4981,42.8169,120.5504,149.2604,115.9906,112.3702,10.5675,150.1454,12.7745,0.0239,0.0009,0.0015,0.0127,0.012,0.0021,0.0002,0,0,1541.3872,3089.186,0.0053,0.0036,0.0008,0.0269,4833.8662,185.3176,0.5136,-0.0116,0.0597,0.0572,0,0.0318,0.1096,0.0185,7.3438,0.2832,0.0025,0.0014,71.1979,62.379,0.4086,2.0945,66.3676,71.2461,183.8063,9.2636,-0.0033,-0.0103,63.1165,242.0258,216.9108,0.0648,0.0649,0.081,0.0003,0.0004,0.0747,0.0686,3.5458,3.3814,0.0793,0,2.6987,2.6123,2.6078,0.0053,336.9662,330.8481,-218.0294,-217.802,0,9.5321,-999.25,0.0293,4616.0005,0.081,0.2198,0.1597,0.0047,0.6158,65.9791,107.2011
10533,76.77274425,12.53864758,1.049679954,6.771216641,1.75504987,1.112661708,40.3972,99.7488,130.6503,106.4083,106.6485,41.0266,121.2581,155.7495,95.1765,103.4837,41.6791,114.3187,131.7487,104.5415,102.1627,9.3978,112.5918,11.2741,0.0286,0,0.0024,0.0164,0.0117,0.001,0.0017,0,0,1541.377,3330.9126,0.0045,0.0038,0.0008,0.0308,4973.9971,185.3176,0.5367,-0.0114,0.0598,0.0628,0.0139,0.0387,0.0944,0.0218,7.4434,0.2893,0.0074,0.002,72.5651,61.2084,0.4298,2.542,67.5714,70.7341,183.8063,9.2867,-0.004,-0.0049,67.6244,155.8478,139.6085,0.068,0.0554,0.0719,0.0004,0.0003,0.0686,0.0678,3.1543,3.3532,0.0711,0.0812,2.708,2.6026,2.6078,0.0034,211.9877,232.6563,-218.068,-218.1683,0,9.6457,-999.25,0.0331,4706.3335,0.0718,0.1791,0.1945,0.0138,0.6126,65.7,106.6376
10534,77.43466966,8.401659227,1.269708465,9.002763531,2.305454408,1.585744708,39.0693,93.9477,126.1394,103.6735,97.3128,38.0368,82.6343,124.9037,88.743,95.2918,38.9996,96.7585,129.7006,107.0931,89.2404,9.6457,106.5693,11.9333,0.0457,0.0086,0.0116,0.0188,0.0081,0.0023,0.0032,0.0005,0.0002,1546.486,2781.5146,0.0076,0.0041,0.0008,0.0331,4610.4063,185.3176,0.5675,-0.0124,0.0643,0.0532,0.0642,0.0426,0.0923,0.0234,6.7214,0.2855,0.0124,0.0023,84.5248,62.379,0.4589,2.8764,78.5989,79.1243,183.8063,9.3175,-0.0089,-0.0167,81.2183,143.5452,128.3191,0.0868,0.1186,0.0927,0.0008,0.0026,0.0917,0.0937,3.4186,3.4538,0.0899,0.2368,2.7164,2.619,2.6001,0.0001,183.8508,176.4699,-218.3768,-218.5298,0,5.0568,-999.25,0.0533,4622.833,0.0926,0.1734,0.2142,0.0232,0.5892,65.7145,106.6486
10535,73.94980899,7.710538357,1.77558997,10.85440715,3.611655732,2.097999803,38.4238,89.6616,120.8648,100.4901,88.6975,34.6508,70.2643,102.6832,83.8228,89.5857,36.848,81.3525,109.7606,97.9757,74.727,9.9512,98.7704,13.1338,0.0413,0.0066,0.0185,0.0122,0.0085,0.0069,0.0001,0,0.0005,1530.2708,2415.9805,0.012,0.004,0.0008,0.0283,4193.9424,185.3176,0.5759,-0.0127,0.0516,0.048,0.0471,0.0461,0.0986,0.0258,6.3935,0.2717,0.012,0.0016,85.5744,61.2084,0.4431,1.8807,79.5445,83.885,183.8063,9.3259,-0.0047,-0.0004,79.2748,85.9068,76.6974,0.1012,0.0779,0.1031,0.0008,0.0069,0.0997,0.0995,3.4113,3.438,0.0967,0.6488,2.7216,2.6279,2.6218,0.0001,109.8763,112.8311,-218.7727,-218.9366,0,4.8054,-999.25,0.0533,4595,0.1031,0.1902,0.2316,0.0225,0.5557,68.0771,109.3953
10536,75.52170579,6.71598849,1.410204895,10.96120041,3.404507784,1.986392635,39.4206,91.9338,125.0334,103.2548,94.4911,39.5449,88.1652,99.9786,82.2215,87.7673,39.8077,86.9165,116.446,96.5424,81.8308,9.6848,97.5309,13.4406,0.0324,0.006,0.0126,0.0064,0.0138,0.0021,0,0,0,1525.9482,2142.8757,0.0085,0.0033,0.0008,0.0223,3979.2368,185.3176,0.5713,-0.0132,0.0643,0.0683,0,0.0376,0.095,0.0206,6.4234,0.2912,0.0121,0.0017,96.1956,61.2084,0.437,2.3287,89.4359,94.8939,183.8063,9.3213,-0.003,-0.0114,96.446,73.8311,65.8822,0.1357,0.0602,0.1196,0.0002,0.0021,0.1359,0.1316,3.3938,3.358,0.1116,0.2634,2.7115,2.5931,2.6001,0.0001,94.378,104.0324,-219.1544,-219.3753,0,4.6343,-999.25,0.0409,4644.667,0.1196,0.1804,0.1891,0.0227,0.6078,66.5321,108.8726
10537,75.94047031,5.070392211,0.7666672891,12.32873322,3.493106709,2.400630267,40.76,101.8519,139.1727,113.9572,107.2445,44.4468,142.6665,171.543,114.7176,124.3601,43.9792,130.1028,171.5487,134.5956,123.8922,8.7752,133.2705,13.4005,0.0218,0.0016,0.0076,0.0069,0.0095,0.0019,0.0009,0,0,1587.4497,2283.9604,0.0066,0.0036,0.0008,0.0192,4180.4404,185.3176,0.5444,-0.0129,0.0757,0.0732,0.0147,0.033,0.0951,0.0167,3.6935,0.3002,0.0188,0.0022,97.7555,64.7201,0.4355,2.3994,90.9967,97.1728,183.8063,9.2944,-0.0035,-0.0235,96.5649,267.2748,239.2203,0.1274,0.0552,0.1157,0.0001,0.0006,0.1188,0.1244,3.2662,3.3227,0.1107,0.4809,2.7121,2.5849,2.5805,0.0003,348.8164,250.7339,-220.4816,-219.9222,0,6.9981,-999.25,0.0284,4782.1997,0.1159,0.1809,0.166,0.0351,0.6179,66.4299,108.5054
10538,80.33552788,5.710353783,0.9424481877,9.1954125,2.164824561,1.651433084,41.0224,105.1235,143.51,118.6598,112.2837,41.0875,113.696,137.8132,94.0881,99.598,41.2511,112.0585,151.1085,119.0098,110.7111,8.4275,115.4591,12.9382,0.0173,0.0003,0.0098,0.0073,0,0.0052,0.0021,0,0,1564.972,2677.6504,0.0073,0.0039,0.0008,0.0146,4402.8125,185.3176,0.5367,-0.0121,0.0519,0.0498,0.0089,0.0408,0.0943,0.0217,3.4914,0.2871,0.0156,0.0028,83.1924,62.379,0.4444,2.4471,77.4674,84.5956,183.8063,9.2867,0.0021,-0.0028,72.12,269.3133,240.9581,0.076,-0.0071,0.0912,0.0001,0.0002,0.0914,0.0741,3.4235,3.3895,0.0872,0.1059,2.7173,2.6248,2.6212,0.0001,345.2637,249.6705,-220.3989,-220.4053,0,7.4114,-999.25,0.0246,4589.0005,0.0913,0.1786,0.2051,0.0292,0.5871,65.7694,108.4119
10539,74.99579598,7.394461334,1.16595784,11.33693608,2.90522128,2.201627487,40.4253,100.4088,136.5747,114.5818,109.9474,37.0118,76.6836,91.9753,84.926,89.3316,38.7222,92.6513,123.5492,108.4073,96.7402,8.7274,103.7998,12.5181,0.0223,0.0033,0.0176,0.0015,0.0002,0.0099,0.0004,0,0,1531.1589,2720.8833,0.0106,0.004,0.0008,0.0121,4591.3779,185.3176,0.5621,-0.0124,0.0346,0.028,0.005,0.0436,0.1131,0.024,5.3713,0.2595,0.0122,0.0025,85.9265,62.379,0.4422,2.1846,79.9217,86.5543,183.8063,9.3121,0.0009,0.0022,83.114,109.4785,97.8088,0.1172,-0.0097,0.0966,0.0001,0.0027,0.0967,0.1134,3.7117,3.5998,0.0889,0,2.7208,2.6622,2.6508,0.0001,140.1293,153.985,-221.0184,-220.8528,0,5.1472,-999.25,0.0329,4609,0.0965,0.2294,0.2191,0.0228,0.5287,64.4232,106.4861
10540,74.30733946,9.424196276,1.623080328,9.717510879,3.248715021,1.679158038,39.7972,97.731,133.1068,111.5079,106.2937,42.2519,115.7944,140.4903,119.0245,126.1974,41.1935,107.9508,142.1804,116.9437,112.299,8.968,128.9567,11.5824,0.0277,0.0061,0.0181,0.0029,0.0038,0.0087,0,0,0.0002,1537.1719,2997.4063,0.0122,0.004,0.0008,0.0157,4633.9111,185.3176,0.5675,-0.0118,0.0302,0.024,0,0.0403,0.1423,0.0227,3.9303,0.2307,0.0089,0.0016,74.2605,62.379,0.4095,0.7732,69.0542,71.0745,183.8063,9.3175,-0.0019,-0.0028,64.5478,183.2625,164.1293,0.069,0.0305,0.0785,0.0002,0.0051,0.0694,0.0647,3.8154,3.7916,0.0738,0.4968,2.7196,2.6689,2.6583,0.0045,247.336,229.9587,-221.2206,-221.2015,0,4.3919,-999.25,0.0399,4639.3335,0.0784,0.3079,0.2024,0.0166,0.4731,64.1569,106.6246
10541,68.30119008,15.7840204,1.026830574,9.914968764,3.190218956,1.782771219,38.8407,96.3923,132.2194,111.1941,105.6958,38.0938,95.4857,114.1354,92.834,97.7101,38.0668,95.1982,125.0537,105.6047,98.4187,8.9933,111.8973,10.5108,0.0253,0.0073,0.0091,0.0052,0.0077,0.0038,0,0,0.0002,1520.1993,2924.4517,0.008,0.0037,0.0008,0.0169,4603.6191,185.3176,0.5575,-0.0119,0.0335,0.0317,0,0.044,0.1273,0.0249,4.8242,0.2416,0.01,0.0016,78.2336,62.379,0.4326,2.3634,72.7816,74.6505,183.8063,9.3075,-0.0011,-0.0031,77.2234,128.5198,114.9312,0.0821,0.0155,0.082,0.0001,0.0013,0.083,0.0834,3.7781,3.7418,0.0772,0.1364,2.7223,2.6558,2.6527,0.0014,167.0547,173.586,-221.5864,-221.4538,0,4.3234,-999.25,0.0333,4605.167,0.082,0.2675,0.2213,0.0187,0.4925,65.1839,106.5017
10542,73.38263757,9.329983219,1.333821113,10.51610821,3.492503614,1.944946277,39.5808,102.8182,147.1363,120.7985,114.5748,35.6427,88.6878,101.0531,83.6042,87.2132,36.5345,88.474,119.0059,102.5887,91.3862,8.2782,99.9423,10.7007,0.0221,0.0025,0.0073,0.0074,0.0079,0.0012,0,0,0.0005,1665.4879,2440.1223,0.0046,0.0037,0.0008,0.017,4228.4243,185.3176,0.5636,-0.0127,0.0506,0.0514,0,0.0493,0.0944,0.0268,5.5849,0.2716,0.0151,0.0031,86.4231,60.0379,0.4871,2.2169,80.378,89.468,183.8063,9.3136,-0.0022,-0.0138,81.4565,116.3271,103.9731,0.0992,0.0539,0.1027,0.0001,0.0003,0.103,0.1001,3.5731,3.6086,0.0963,0,2.7263,2.6221,2.6235,0.0001,149.8904,148.2753,-221.1029,-221.5678,0,5.7786,-999.25,0.0267,4757.667,0.1028,0.179,0.248,0.0283,0.5446,66.9807,108.3716
10543,73.54747815,8.376625639,1.230828779,11.10847522,3.647264704,2.089327509,43.5465,134.7653,216.8447,166.2773,156.0664,42.7059,136.2121,176.3845,125.9555,132.4552,43.8468,138.511,210.623,161.2396,138.9262,6.014,166.6889,12.7939,0.0359,0.0065,0.0133,0.0117,0.0055,0,0,0,0.0011,1584.0876,2087.0557,0.0023,0.0038,0.0008,0.0183,3904.2822,185.3176,0.5636,-0.0132,0.0695,0.0738,0,0.0496,0.111,0.0262,6.0769,0.2526,0.0208,0.0032,110.6048,60.0379,0.4733,1.7596,102.8682,105.0013,183.9321,9.3136,-0.0023,-0.0099,105.7234,144.4663,129.1458,0.1213,0.0429,0.1212,0.0001,0.0001,0.1315,0.1245,3.4829,3.5987,0.114,0,2.7346,2.5839,2.5912,0.0001,185.0357,215.6634,-220.9945,-221.5598,0,3.4825,-999.25,0.0381,4602.1665,0.1216,0.2236,0.2492,0.0389,0.4884,69.3421,111.1542
10544,71.32492414,13.49836634,0.8402495484,9.650108868,3.012952193,1.673398903,48.5896,199.2894,401.6977,271.9762,229.999,53.23,219.991,448.2604,292.3939,312.2332,53.5058,239.2061,413.7916,284.1978,222.6706,3.6768,356.2368,15.2137,0.0466,0.0047,0.0173,0.0203,0.0047,0,0,0,0.0002,1544.5052,1877.535,0.0006,0.0037,0.0008,0.0252,3715.7576,185.3176,0.5667,-0.0135,0.0967,0.0881,0.0501,0.0459,0.132,0.0241,6.6778,0.2345,0.0217,0.0023,128.939,61.2084,0.4557,1.4073,119.9034,129.2978,183.9741,9.3167,-0.0069,-0.0254,118.6376,440.0938,394.2453,0.1361,0.1195,0.1368,0.0002,0,0.144,0.1369,3.8988,3.8435,0.1305,0.2765,2.7354,2.5594,2.5446,0.0016,2187.136,1647.1935,-221.2371,-221.3852,0,3.2656,-999.25,0.0472,4579,0.1368,0.2801,0.2306,0.0405,0.4487,71.4088,114.6715
10545,71.33742852,9.253727213,1.719920765,11.58309381,3.762287756,2.34354194,51.5989,256.0668,701.9166,432.3207,344.3235,52.821,343.957,649.7337,230.6735,241.4654,52.7776,310.5123,726.322,383.9644,296.6619,2.3131,312.933,14.48,0.0447,0.0004,0.0143,0.0272,0.0029,0.0002,0.0002,0,0,1544.2311,1793.9132,0.0004,0.0039,0.0008,0.0304,3632.0527,185.3176,0.5066,-0.0132,0.0996,0.1024,0.0733,0.0477,0.1132,0.0255,8.1086,0.253,0.0187,0.0026,125.9769,62.379,0.5041,1.8418,117.467,127.5823,184.3096,9.2566,-0.0088,-0.0321,114.5828,468.29,419.1654,0.1486,0.155,0.1437,0.0003,0,0.1529,0.1454,3.7069,3.7948,0.1364,0.244,2.7313,2.5349,2.5397,0.0013,1277.6819,1280.5854,-221.25,-221.087,0,4.0981,-999.25,0.0451,4669.6001,0.1438,0.2295,0.2397,0.035,0.4958,70.5933,115.4678
10546,72.98791514,8.241032089,1.342863496,11.39846438,3.901576802,2.128148097,51.7755,257.6693,608.4903,406.801,318.9722,51.5073,438.4315,503.3464,262.8481,267.3013,52.2118,346.4168,697.1928,450.4558,345.9718,2.4582,310.3618,13.4776,0.0431,0.006,0.0172,0.0172,0.0029,0.0038,0.0011,0,0,1537.2227,1791.1223,0.005,0.0038,0.0008,0.0249,3701.9409,185.3176,0.5136,-0.0134,0.1014,0.1085,0.0874,0.0524,0.1059,0.0279,8.3923,0.2535,0.0226,0.0026,125.1142,63.5495,0.5224,2.126,116.626,130.8461,184.1838,9.2636,-0.0103,-0.0496,117.2542,440.4602,394.5687,0.1661,0.1828,0.1495,0.0003,0.0009,0.1687,0.1631,3.7783,3.7597,0.1411,0.0862,2.7391,2.5244,2.5366,0.0039,616.0777,708.916,-221.0993,-220.6296,0,3.8042,-999.25,0.0482,4640.3335,0.1496,0.21,0.2633,0.0424,0.4843,70.3565,115.409
10547,71.73345902,8.814599311,1.860949614,11.48857242,4.040598775,2.061820867,49.8643,170.2872,295.2645,231.0865,200.8855,53.773,244.5922,214.8528,179.2206,178.5481,52.0301,170.3767,296.2949,224.24,198.9519,4.3274,184.3237,13.8105,0.0467,0.017,0.0173,0.0097,0.0046,0.0052,0.0008,0,0,1555.8145,2031.4263,0.0078,0.0039,0.0008,0.0202,3946.9026,185.3176,0.5174,-0.0131,0.0825,0.0762,0.0548,0.0528,0.1128,0.028,7.933,0.2448,0.0214,0.0034,101.1846,60.0379,0.4756,1.9074,94.3035,108.057,184.3096,9.2674,-0.0078,-0.0274,86.5485,468.1909,419.0767,0.1121,0.1413,0.1319,0.0003,0.0025,0.1307,0.1213,3.8013,3.8522,0.1242,0.0069,2.739,2.5798,2.5689,0.0025,641.1582,601.6285,-220.4451,-220.0359,0,2.6528,-999.25,0.0545,4609.667,0.1318,0.2285,0.2655,0.0401,0.4659,68.7883,114.1945
10548,67.76180466,14.56906785,1.993665208,9.856489234,4.120562959,1.698410091,41.7308,106.3472,148.0174,124.0964,113.2434,50.7689,104.3637,113.9891,99.059,98.5487,44.7416,132.6009,170.8361,134.7299,118.5327,8.0583,108.6354,14.1769,0.0425,0.0186,0.013,0.007,0.0074,0.0046,0,0,0.0001,1544.9218,2232.5317,0.0081,0.0037,0.0008,0.019,4114.2813,185.3176,0.5097,-0.0127,0.0753,0.0832,0.0319,0.0487,0.1232,0.027,6.881,0.2386,0.0117,0.0028,100.6103,60.0379,0.4441,1.4954,93.8009,97.4837,184.3096,9.2597,-0.0063,-0.0169,93.7747,397.3578,355.7845,0.1206,0.1286,0.1181,0.0002,0.0024,0.1235,0.1188,3.7954,3.8643,0.1122,0.1646,2.7276,2.5678,2.5812,0.0001,523.8635,483.5599,-219.6305,-219.3366,0,2.4933,-999.25,0.0506,4605.667,0.1179,0.2564,0.2449,0.022,0.4767,68.4855,113.9884
10549,73.37099997,7.808013616,1.397332344,11.71259899,3.430894963,2.280160118,34.5379,68.8199,84.0465,75.0461,69.7292,32.9767,98.7502,69.9739,54.6807,54.4514,32.3509,72.6731,87.1555,78.7086,74.6434,13.3251,61.1642,12.6702,0.0293,0.0041,0.0102,0.0117,0.0062,0.003,0,0,0.0006,1541.377,2172.0396,0.0066,0.0038,0.0008,0.0216,4057.0605,185.3176,0.465,-0.0125,0.0686,0.0704,0.0215,0.0443,0.129,0.0247,7.121,0.2395,0.0097,0.0026,113.5691,60.0379,0.4826,2.3913,106.0971,108.1305,184.3096,9.215,-0.0046,-0.036,100.4167,256.6586,229.942,0.1195,0.0994,0.1217,0.0002,0.0008,0.1353,0.1172,3.7902,3.8319,0.114,0.3735,2.7218,2.5896,2.5926,0.0001,351.4727,108.4949,-218.5246,-218.5349,0,5.3074,-999.25,0.0359,4616.4004,0.1217,0.272,0.2225,0.0181,0.4874,68.2556,113.326
10550,73.42612625,9.270917613,1.188012405,11.17856335,2.73677358,2.199606798,30.6216,53.0378,60.8972,55.7975,52.2584,24.3573,35.0471,33.6246,32.2536,32.0129,26.5181,41.2251,45.1901,42.8124,37.7045,17.9219,36.5564,11.9508,0.0256,0.0043,0.0111,0.0098,0.001,0.0052,0.0005,0.0001,0.0014,1543.2256,2354.7856,0.0079,0.0041,0.0008,0.0181,4414.0996,185.3176,0.4673,-0.0125,0.026,0.007,0.0215,0.0416,0.1854,0.0239,6.3822,0.1777,0.0069,0.0016,106.7076,61.2084,0.4966,2.6063,99.6766,97.0676,184.3096,9.2173,-0.0026,-0.0256,108.5613,41.1794,36.657,0.1428,0.0591,0.1221,0.0002,0.0012,0.1346,0.1434,4.1405,4.1462,0.1059,0,2.7266,2.6979,2.6655,0.0001,52.4964,56.3662,-217.2405,-217.6957,0,5.8721,-999.25,0.0335,4633.3999,0.1222,0.4237,0.2092,0.0128,0.3543,62.1174,107.348
10551,49.5443239,31.81626695,3.149215894,9.171182552,4.396409793,1.922600912,30.4613,50.9677,57.6382,53.0832,49.3499,35.5603,75.1521,71.8776,59.7023,58.9832,33.5491,58.5718,66.9232,62.6614,54.0007,18.8383,61.823,12.6109,0.0312,0.0202,0.0088,0.0007,0.0034,0.0025,0.0039,0.0004,0.0001,1546.4962,3030.8855,0.0089,0.004,0.0008,0.0111,4837.6987,185.3176,0.4635,-0.0114,-0.0057,-0.0081,0,0.0445,0.2282,0.0256,2.4321,0.1225,0.0097,0.0006,74.7841,62.379,0.423,2.4299,69.8688,69.8918,184.3096,9.2135,-0.0005,0.0022,64.2613,80.2481,71.6308,0.0699,0.0095,0.0851,0.0001,0.0021,0.0766,0.0711,4.4653,4.4333,0.0735,0.2572,2.7405,2.7239,2.7197,0.0001,102.616,103.6476,-216.5129,-216.8644,0,2.4938,-999.25,0.04,4633.8003,0.0853,0.5389,0.2237,0.0181,0.2193,61.3651,106.6831
10553,50.3641737,28.66726624,4.628566186,10.07298436,4.22004879,2.046960722,30.3209,50.2268,56.6852,52.0176,48.4012,31.7852,55.9338,60.161,53.5656,52.5611,31.976,53.9623,61.0243,55.3624,47.8489,19.2243,56.4245,12.7627,0.0339,0.0224,0.0101,0.0003,0.0027,0.0031,0.0037,0.0001,0,1530.9862,3369.8169,0.0085,0.004,0.0008,0.0099,5060.8745,185.3176,0.4697,-0.011,-0.0041,-0.0024,0,0.047,0.2239,0.0264,0.1579,0.1237,0.0139,0.001,69.9476,62.379,0.4152,2.3987,65.3319,64.4994,184.3096,9.2197,-0.0016,0.0019,65.0843,65.7184,58.6178,0.0668,0.0409,0.0731,0.0001,0.0021,0.0624,0.0677,4.5507,4.5077,0.0647,0.6635,2.7462,2.7142,2.7169,0.0001,83.9683,87.275,-216.6193,-216.4771,0,2.0716,-999.25,0.0424,4654.167,0.0732,0.5273,0.2363,0.026,0.2104,61.428,106.2705
